name,part_url,price,size,color,rpm,airflow,noise_level,pwm
LEPA Casino,https://pcpartpicker.com/product/3hh9TW/lepa-casino-4c-6391-cfm-120-mm-fan-lpvc4c12p,,120,Transparent,"600,1600","24.85,63.91","15,25",true
LEPA Vortex,https://pcpartpicker.com/product/R2vRsY/lepa-case-fan-lpvx12p,,120,Transparent,"600,1600","24.85,63.91","15,25",true
LEPA Vortex,https://pcpartpicker.com/product/nc9KHx/lepa-case-fan-lpvx14p,,140,Transparent,"600,1600","32.04,62.68","15,20",true
NZXT FZ,https://pcpartpicker.com/product/NdyFf7/nzxt-case-fan-rffz20su1,,200,Transparent,700,103,20,false
NZXT FZ,https://pcpartpicker.com/product/sqCwrH/nzxt-case-fan-rffz20so1,,200,Transparent,700,103,20,false
NZXT FZ,https://pcpartpicker.com/product/yJJwrH/nzxt-case-fan-rffz20sg1,,200,Transparent,700,103,20,false
NZXT FZ,https://pcpartpicker.com/product/k4H323/nzxt-case-fan-rffz120o1,,120,Clear,1200,59.1,26.8,false
NZXT FZ,https://pcpartpicker.com/product/xy6BD3/nzxt-case-fan-rffz120g1,,120,Clear,1200,59.1,26.8,false
BitFenix Spectre,https://pcpartpicker.com/product/mfXfrH/bitfenix-case-fan-bffscfp14025wwrp,,140,White,"700,1800",56.1,24.2,true
BitFenix Spectre,https://pcpartpicker.com/product/9j6BD3/bitfenix-case-fan-bffblfp14025wrp,,140,Translucent Black,"700,1800",56.1,24.2,true
BitFenix Spectre,https://pcpartpicker.com/product/VdyFf7/bitfenix-case-fan-bffblfp14025rrp,,140,Translucent Black,"700,1800",56.1,24.2,true
BitFenix Spectre,https://pcpartpicker.com/product/RN8Zxr/bitfenix-case-fan-bffblfp14025orp,,140,Translucent Black,"700,1800",56.1,24.2,true
BitFenix Spectre,https://pcpartpicker.com/product/kvBv6h/bitfenix-case-fan-bffblf14025rrp,,140,Black,1000,47.7,20,false
BitFenix Spectre,https://pcpartpicker.com/product/7r4gXL/bitfenix-case-fan-bffblfp12025brp,,120,Translucent Black,"700,1800",51.3,22.5,true
BitFenix Spectre,https://pcpartpicker.com/product/xZV48d/bitfenix-case-fan-bffblf12025wrp,,120,Black,1000,43.5,20,false
BitFenix Spectre,https://pcpartpicker.com/product/ry6BD3/bitfenix-case-fan-bffblf12025rrp,,120,Black,1000,43.5,20,false
Silverstone FN,https://pcpartpicker.com/product/XtvRsY/silverstone-case-fan-fn121pwl,,120,Transparent,1200,58.47,25.15,false
Zalman F3,https://pcpartpicker.com/product/8RrG3C/zalman-case-fan-zmf3rl,,120,Transparent,"1000,1800",,"20,32",false
Zalman F3,https://pcpartpicker.com/product/mdyFf7/zalman-case-fan-zmf3gl,,120,Transparent,"1000,1800",,"20,32",false
Zalman F3,https://pcpartpicker.com/product/xL8Zxr/zalman-case-fan-zmf3bl,,120,Transparent,"1000,1800",,"20,32",false
Zalman F2,https://pcpartpicker.com/product/Csdqqs/zalman-case-fan-zmf2rl,,92,Transparent,"1500,2800",,"20,35",false
Zalman F2,https://pcpartpicker.com/product/c3Lypg/zalman-case-fan-zmf2gl,,92,Transparent,"1500,2800",,,false
Fractal Design Silent R2,https://pcpartpicker.com/product/qqGkcf/fractal-design-case-fan-fdfanssr280,,80,Black / White,1400,19.5,14.3,false
Fractal Design Silent R2,https://pcpartpicker.com/product/Xsw323/fractal-design-case-fan-fdfanssr292,,92,Black / White,1300,24.6,12.5,false
Antec True Quiet,https://pcpartpicker.com/product/y7K7YJ/antec-case-fan-truequiet120blue,,120,Blue,"600,1000","21.2,35.3","8.9,19.89",false
Antec True Quiet,https://pcpartpicker.com/product/c7K7YJ/antec-case-fan-truequiet120white,,120,White,"600,1000","21.2,35.3","8.9,19.89",false
Antec Two Cool,https://pcpartpicker.com/product/CkxfrH/antec-case-fan-twocool140blue,,140,Black,"800,1200",33.6,"21.8,26",false
Apevia CF12SL-SBL,https://pcpartpicker.com/product/h4xfrH/apevia-case-fan-cf12slsbl,,120,Blue,1500,50.28,21.1,false
Apevia CF12SL-SGN,https://pcpartpicker.com/product/XT2kcf/apevia-case-fan-cf12slsgn,,120,Green,1500,50.28,21.1,false
Apevia CF12SL-SRD,https://pcpartpicker.com/product/vgV48d/apevia-case-fan-cf12slsrd,,120,Red,1500,50.28,21.1,false
BitFenix Spectre,https://pcpartpicker.com/product/yLMFf7/bitfenix-case-fan-bffblf12025orp,,120,Black,1000,43.5,20,false
BitFenix Spectre,https://pcpartpicker.com/product/v8phP6/bitfenix-case-fan-bffblf14025brp,,140,Black,1000,47.7,20,false
BitFenix Spectre,https://pcpartpicker.com/product/P7K7YJ/bitfenix-case-fan-bffblfp12025rrp,,120,Translucent Black,"700,1800",51.3,22.5,true
BitFenix Spectre Pro,https://pcpartpicker.com/product/svPfrH/bitfenix-case-fan-bfflpro12025rrp,,120,Black,1200,56.22,18.89,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/JzJwrH/bitfenix-case-fan-bfflpro14025rrp,,140,Black,1200,86.73,22.8,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/tx8Zxr/bitfenix-case-fan-bfflpro20025brp,,200,Black,900,148.72,27.5,false
BitFenix Spectre,https://pcpartpicker.com/product/XmXfrH/bitfenix-case-fan-bffscf14025kkrp,,140,Black,1000,47.7,20,false
BitFenix Spectre,https://pcpartpicker.com/product/v2XfrH/bitfenix-case-fan-bffscfp12025kkrp,,120,Black,"700,1800",51.3,22.5,true
BitFenix Spectre,https://pcpartpicker.com/product/JNrG3C/bitfenix-case-fan-bffscfp14025kkrp,,140,Black,"700,1800",56.1,24.2,true
BitFenix Spectre Pro,https://pcpartpicker.com/product/KVjG3C/bitfenix-case-fan-bffspro12025kkrp,,120,Black,1200,56.22,18.89,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/pj6BD3/bitfenix-case-fan-bffspro12025wwrp,,120,White,1200,56.22,18.89,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/cyGkcf/bitfenix-case-fan-bffspro14025kkrp,,140,Black,1200,86.73,22.8,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/HfXfrH/bitfenix-case-fan-bffspro14025wwrp,,140,White,1200,86.73,22.8,false
BitFenix Spectre Pro,https://pcpartpicker.com/product/Z7K7YJ/bitfenix-case-fan-bffsprop12025wwrp,,120,White,"500,1800",70.52,26.1,true
Enermax T.B. Silence,https://pcpartpicker.com/product/pBMFf7/enermax-case-fan-uctb8,,80,Black / White,1600,27.96,15,false
Evercool EC9238H12BP,https://pcpartpicker.com/product/Q7mLrH/evercool-case-fan-ec9238h12bp,,92,Black,"1000,3000",,35,true
Evercool Evergreen,https://pcpartpicker.com/product/vztCmG/evercool-case-fan-egf14,,140,Green,600,38.58,16,false
Evercool Evergreen,https://pcpartpicker.com/product/MJh9TW/evercool-case-fan-egf9,,92,Green,1200,,16,false
Evercool FAN-AL8025B,https://pcpartpicker.com/product/wGyFf7/evercool-case-fan-fanal8025b,,80,Silver,2500,32.4,,false
Evercool FAN-ALED9225B,https://pcpartpicker.com/product/JvPfrH/evercool-case-fan-fanaled9225b,,92,Black / Silver,2200,38.4,25,false
Evercool FAN-EC1425L12EA,https://pcpartpicker.com/product/Gsw323/evercool-case-fan-fanec1425l12ea,,140,Black,1200,68.23,22.1,false
Thermaltake Thunderblade,https://pcpartpicker.com/product/kMjG3C/thermaltake-case-fan-af0027,,120,Black / Orange,1500,66.55,"19,33.5",false
Thermaltake Thunderblade,https://pcpartpicker.com/product/2yGkcf/thermaltake-case-fan-af0029,,92,Black,2850,48.7,37.6,false
Titan TFD-12025H12ZP,https://pcpartpicker.com/product/Wmbp99/titan-case-fan-tfd12025h12zp,,120,White / Blue,"800,2200","24.23,66.62","15,35",true
Thermaltake TurboFan,https://pcpartpicker.com/product/z3Lypg/thermaltake-case-fan-a2492,,120,Red / Black,1400,50,17,false
Silverstone FN,https://pcpartpicker.com/product/FBXfrH/silverstone-case-fan-fn121bl,,120,Transparent,1200,53.24,26.6,false
Xion Alphawing,https://pcpartpicker.com/product/rdyFf7/xion-case-fan-axpgf120ledbl,,120,Black,1200,51.02,"19.6,25.2",false
Xion Alphawing,https://pcpartpicker.com/product/F3rG3C/xion-case-fan-axpgf140ledbl,,140,Black,1000,59.6,"18.6,23.3",false
be quiet! Shadow Wings,https://pcpartpicker.com/product/PKfp99/be-quiet-case-fan-bl024,,80,Black,2000,"26,44.1",16.6,true
be quiet! Shadow Wings,https://pcpartpicker.com/product/hKfp99/be-quiet-case-fan-bl025,,92,White,1800,"32.6,54.4",17.8,true
be quiet! Silent Wings Pure,https://pcpartpicker.com/product/yVjG3C/be-quiet-case-fan-bl041,,80,Black,1800,"24.7,42",17.5,false
be quiet! Silent Wings Pure,https://pcpartpicker.com/product/vb7wrH/be-quiet-case-fan-bl042,,92,Black,1600,"28.8,48.9",18,false
be quiet! Shadow Wings,https://pcpartpicker.com/product/JtMFf7/be-quiet-case-fan-bl051,,80,Black,2000,"26,44.1",15.8,false
be quiet! Shadow Wings,https://pcpartpicker.com/product/Xnbp99/be-quiet-case-fan-bl052,,92,Black,1800,"32.6,54.4",16.9,false
Apevia CF14S-BK,https://pcpartpicker.com/product/WtPfrH/apevia-case-fan-cf14sbk,,140,Black,1200,59.6,29.4,false
Masscool FD08025B1H3/4,https://pcpartpicker.com/product/8rdqqs/masscool-case-fan-fd08025b1h34,,80,Black,4000,52,42,false
Masscool FD12025B1H3/4,https://pcpartpicker.com/product/mrdqqs/masscool-case-fan-fd12025b1h34,,120,Black,2200,81.02,25,false
Cooler Master JetFlo,https://pcpartpicker.com/product/L4rG3C/cooler-master-case-fan-r4jfdp20pwr1,,120,Black,"1200,2000",95,36,true
Antec True Quiet,https://pcpartpicker.com/product/TqTmP6/antec-case-fan-truequiet140,,140,Black / Yellow,"500,800","20.3,32.4","9.8,20",false
Enermax Cluster Adv,https://pcpartpicker.com/product/h7mLrH/enermax-cluster-adv-8669-cfm-120-mm-fan-uccla12p,,120,White,"1200,1800","53.02,86.69",,true
Enermax Everest Advance,https://pcpartpicker.com/product/7wR48d/enermax-case-fan-uceva12t,,120,Transparent,"1000,1600","46.1,76",8,false
Enermax T.B. Vegas Quad,https://pcpartpicker.com/product/9KW9TW/enermax-uctvq12p-7598-cfm-120-mm-fan-uctvq12p,,120,Black,"1200,1800","50.68,75.98","20,25",true
Kingwin CF-012LBR,https://pcpartpicker.com/product/K2h9TW/kingwin-case-fan-cf012lbr,,120,Red / Black,950,40,19,false
Kingwin CF-012LBW,https://pcpartpicker.com/product/qB2kcf/kingwin-case-fan-cf012lbw,,120,Black / White,950,40,19,false
Nexus D14SL-14,https://pcpartpicker.com/product/Npfp99/nexus-case-fan-d14sl14,,140,Black / White,1000,46.87,"15,20",false
Masscool BLD12025S1M,https://pcpartpicker.com/product/9PR48d/masscool-case-fan-bld12025s1m,,120,Transparent,2000,79.8,38,false
NZXT FX,https://pcpartpicker.com/product/X2h9TW/nzxt-case-fan-rffx14lop,,140,Black / White,"800,2000","54,98.3","21,37",true
Apevia CF12SL-T4C,https://pcpartpicker.com/product/LVMFf7/apevia-cf12sl-t4c-5028-cfm-120-mm-fan-cf12sl-t4c,,120,Black,1500,50.28,21.1,false
Evercool F-EC12038HH12BP,https://pcpartpicker.com/product/cJ6BD3/evercool-case-fan-fec12038hh12bp,,120,Black,"800,2200",,"17.2,39",true
Gelid Solutions Wing,https://pcpartpicker.com/product/B2h9TW/gelid-solutions-case-fan-fnfw0820,,80,Black / Green,2000,28.1,"10,21",false
Gelid Solutions Wing,https://pcpartpicker.com/product/zqTmP6/gelid-solutions-case-fan-fnfw0920,,92,Black / Green,2000,39.79,22.5,false
Phanteks F140HP,https://pcpartpicker.com/product/LzqdnQ/phanteks-case-fan-phf140hpbk,,140,White / Gray,"600,1300","40.9,88.6","15.22,19",false
Phanteks F140HP,https://pcpartpicker.com/product/YMLypg/phanteks-case-fan-phf140hpbl,,140,White / Blue,"600,1300","40.9,88.6","15.22,19",false
Phanteks F140HP,https://pcpartpicker.com/product/fNK7YJ/phanteks-case-fan-phf140hprd,,140,White / Red,"600,1300","40.9,88.6","15.22,19",false
Phanteks F140HP,https://pcpartpicker.com/product/4rdqqs/phanteks-case-fan-phf140hpwt,,140,White,"600,1300","40.9,88.6","15.22,19",false
Phanteks F140SP,https://pcpartpicker.com/product/Grdqqs/phanteks-case-fan-phf140spbkbled,,140,Black / White,1200,82.1,19,false
Corsair AF120,https://pcpartpicker.com/product/TPjG3C/corsair-case-fan-co9050015wled,,120,Black,1500,52.19,25.2,false
Thermalright TY,https://pcpartpicker.com/product/tFzv6h/thermalright-case-fan-ty141,,140,Brown,"900,1300","28.3,73.6","17,21",true
Thermalright TY,https://pcpartpicker.com/product/gjtCmG/thermalright-case-fan-ty143,,140,Orange,"600,2500","31.4,130","21,45",true
Apevia CF308SL-BRD,https://pcpartpicker.com/product/r7fp99/apevia-case-fan-cf308slbrd,,80,Black / Red,1500,17.21,20,false
Enermax Magma Advance,https://pcpartpicker.com/product/2RZQzy/enermax-case-fan-ucmaa8,,80,Black / Red,,,,false
Enermax T.B. Apollish,https://pcpartpicker.com/product/YJjG3C/enermax-tb-apollish-12347-cfm-180-mm-fan-ucta18a-r,,180,Black / Red,"600,1200","68.6,123.47","15,20",false
Titan TFD-12015H12ZP,https://pcpartpicker.com/product/FG7wrH/titan-case-fan-tfd12015h12zp,,120,Black / White,"150,1500",52.95,"5,28.6",false
BitFenix Spectre Pro,https://pcpartpicker.com/product/Bzzv6h/bitfenix-case-fan-bfflpro23030brp,,230,Black,900,156.27,25.6,false
ARCTIC F12 Pro,https://pcpartpicker.com/product/VL6BD3/arctic-cooling-case-fan-afaco12p00gba01,,120,White / Black,1500,54,,false
ARCTIC F9 Pro,https://pcpartpicker.com/product/dMqdnQ/arctic-cooling-case-fan-afaco12pp0gba01,,120,White / Black,1500,57,,true
BitFenix Spectre Pro,https://pcpartpicker.com/product/vqxfrH/bitfenix-case-fan-bfflpro23030rrp,,230,Black / Red,900,156.27,25.6,false
Apevia CF14SL-UBL,https://pcpartpicker.com/product/X2tCmG/apevia-case-fan-cf14slubl,,140,Translucent Blue,1200,59.6,29.4,false
Scythe Slipstream,https://pcpartpicker.com/product/xQFPxr/scythe-case-fan-sm1425sl12hpvcv,,140,Black,"500,1700","27,92","9.6,36.4",true
Scythe Slipstream,https://pcpartpicker.com/product/3TXfrH/scythe-case-fan-sm1425sl12m,,140,Black,1200,65.2,23.2,false
Akasa Piranha,https://pcpartpicker.com/product/DL6BD3/akasa-case-fan-akfn072,,120,Black / Gray,"600,1900",79.13,"6.4,27.2",true
Apevia 14SL-RD,https://pcpartpicker.com/product/jfJwrH/apevia-case-fan-14slrd,,140,Red,1200,59.6,29.4,false
Enermax T.B. Vegas Single,https://pcpartpicker.com/product/j7kD4D/enermax-case-fan-uctvs12pbl,,120,Blue,"500,1800","20.42,75.98","14,25",true
Enermax T.B. Vegas Single,https://pcpartpicker.com/product/77kD4D/enermax-case-fan-uctvs12pr,,120,Red,"500,1800","20.42,75.98","14,25",true
SilenX Ixtrema Pro,https://pcpartpicker.com/product/hXg323/silenx-case-fan-ixp1314,,40,Black,3000,6,14,false
NZXT FN V2,https://pcpartpicker.com/product/BLvRsY/nzxt-case-fan-rffnv2140,,140,Black / White,1000,50,21,false
NoiseBlocker BlackSilentPro PC-P,https://pcpartpicker.com/product/4gDwrH/noiseblocker-case-fan-nbpcp,,80,Black,"600,2500","8.2,30.6","6.2,25.8",true
SHARKOON Shark Blade,https://pcpartpicker.com/product/yxDwrH/sharkoon-case-fan-000skbb,,120,Black / Blue,1000,33,19,false
SHARKOON Shark Blade,https://pcpartpicker.com/product/Pzbp99/sharkoon-case-fan-000skbg,,120,Black / Green,1000,33,19,false
SHARKOON Shark Blade,https://pcpartpicker.com/product/dFFPxr/sharkoon-case-fan-000skby,,120,Black / Yellow,1000,33,19,false
Antec True Quiet,https://pcpartpicker.com/product/7MJwrH/antec-case-fan-truequiet120ufogr,,120,Black / Orange,"600,1000","21.1,46.3","8.9,19.9",false
Antec True Quiet,https://pcpartpicker.com/product/Kc3RsY/antec-case-fan-truequiet120uford,,120,Black / Orange,"600,1000","21.1,46.3","8.9,19.9",false
Antec True Quiet,https://pcpartpicker.com/product/pQ8Zxr/antec-case-fan-truequiet120ufowt,,120,Black / Orange,"600,1000","21.1,46.3","8.9,19.9",false
Apevia 12S-BK,https://pcpartpicker.com/product/8YyFf7/apevia-case-fan-12sbk,,120,Black,1500,57.67,24.7,false
BitFenix Spectre Pro All White,https://pcpartpicker.com/product/gFFPxr/bitfenix-case-fan-bffwpro20025wrp,,200,White,900,148.72,27.5,false
Enermax UCTP12P,https://pcpartpicker.com/product/TPtCmG/enermax-case-fan-uctp12p,,120,Black,"500,1800","23.81,80","14,25",true
Xigmatek CFS,https://pcpartpicker.com/product/t7ckcf/xigmatek-case-fan-cfsoxgkswu2,,120,Black / Green,1400,53.34,14,false
Xigmatek CFS,https://pcpartpicker.com/product/ZJvRsY/xigmatek-case-fan-cfsoxgkswu3,,120,Black / Blue,1400,53.34,14,false
Xigmatek CFS,https://pcpartpicker.com/product/KXCwrH/xigmatek-case-fan-cfsoxgkswu5,,120,Black / Orange,1400,53.34,14,false
Xigmatek CFS,https://pcpartpicker.com/product/wgDwrH/xigmatek-case-fan-cfsoxgkswu6,,120,Black / Yellow,1400,53.34,14,false
Aerocool DS,https://pcpartpicker.com/product/rCsKHx/aerocool-case-fan-ds120mmblue,,120,Black / Blue,"1100,1500","62.5,81.5","14.8,23.1",false
Aerocool DS,https://pcpartpicker.com/product/cr2kcf/aerocool-case-fan-ds120mmred,,120,Black / Red,"1100,1500","62.5,81.5","14.8,23.1",false
Aerocool DS,https://pcpartpicker.com/product/zLvRsY/aerocool-case-fan-ds140mmred,,140,Black / Red,"1100,1500","71.2,93.4","15.5,23.4",false
Aerocool DS,https://pcpartpicker.com/product/BHYXsY/aerocool-case-fan-ds140mmwhite,,140,Black / White,"1100,1500","71.2,93.4","15.5,23.4",false
CRYORIG XF140,https://pcpartpicker.com/product/V3fp99/cryorig-case-fan-crxfa,,140,Black,"700,1300",76,23,true
CRYORIG XT140,https://pcpartpicker.com/product/7YphP6/cryorig-case-fan-crxta,,140,Black,"700,1300",65,24,true
Antec PRO DBB,https://pcpartpicker.com/product/c9h9TW/antec-case-fan-pro92mmdbb,,92,Clear,2600,42.4,33,false
Nanoxia Deep Silence,https://pcpartpicker.com/product/CMJwrH/nanoxia-case-fan-nds120pwm1500,,120,Black / Green,"650,1400",67.3,16.89,true
Nanoxia Deep Silence,https://pcpartpicker.com/product/DmyFf7/nanoxia-case-fan-nds140pwm1400,,140,Black / Green,"650,1400",76.5,16.89,true
Nanoxia Deep Silence,https://pcpartpicker.com/product/VLvRsY/nanoxia-case-fan-nds801200,,80,Black / Green,"700,1200","14.4,15.8","6.8,13.6",false
Nanoxia Deep Silence,https://pcpartpicker.com/product/Hn3RsY/nanoxia-case-fan-nds921400,,92,Black / Green,"800,1400","21.5,23.6","7.2,13.7",false
Nanoxia Deep Silence,https://pcpartpicker.com/product/Gd4gXL/nanoxia-case-fan-nds92pwm1400,,92,Black / Green,"400,1400",23.6,13.7,true
Raidmax RX-120SR-G,https://pcpartpicker.com/product/Zvzv6h/raidmax-case-fan-rx120srg,,120,Black / Green,1200,38,22,false
Raidmax RX-120SR-GY,https://pcpartpicker.com/product/dfYXsY/raidmax-case-fan-rx120srgy,,120,Black / Gray,1200,38,22,false
Rosewill RABF-131209,https://pcpartpicker.com/product/mjPfrH/rosewill-case-fan-rabf131209,,120,Black,2000,59.8,37,false
Rosewill RABF-131409,https://pcpartpicker.com/product/Zd4gXL/rosewill-case-fan-rabf131409,,140,Black,,55.4,22,false
Rosewill RABL-131209B,https://pcpartpicker.com/product/4VrG3C/rosewill-case-fan-rabl131209b,,120,Black,2000,59.8,36,false
Rosewill RABL-131209R,https://pcpartpicker.com/product/fZg323/rosewill-case-fan-rabl131209r,,120,Black,2000,59.8,36,false
Rosewill RFBL-131411B,https://pcpartpicker.com/product/HDphP6/rosewill-case-fan-rfbl131411b,,140,Clear,1200,48.7,23,false
Rosewill RFBL-131411R,https://pcpartpicker.com/product/4Q8Zxr/rosewill-case-fan-rfbl131411r,,140,Clear,1200,48.7,23,false
Rosewill RFTL-131209B,https://pcpartpicker.com/product/b63RsY/rosewill-case-fan-rftl131209b,,120,Clear,2000,59.8,36,false
Rosewill RFTL-131209R,https://pcpartpicker.com/product/DsR48d/rosewill-case-fan-rftl131209r,,120,Clear,2000,59.8,36,false
Rosewill RFTL-131409B,https://pcpartpicker.com/product/czbp99/rosewill-case-fan-rftl131409b,,140,Clear,,55.4,21,false
Rosewill RNBL-131209B,https://pcpartpicker.com/product/v7ckcf/rosewill-case-fan-rnbl131209b,,120,Black,2000,59.8,36,false
Rosewill RNBL-131209R,https://pcpartpicker.com/product/JW2kcf/rosewill-case-fan-rnbl131209r,,120,Black,2000,59.8,36,false
Rosewill RNBL-131409B,https://pcpartpicker.com/product/bHYXsY/rosewill-case-fan-rnbl131409b,,140,Black,,55.4,21,false
Rosewill RNBL-131409R,https://pcpartpicker.com/product/td4gXL/rosewill-case-fan-rnbl131409r,,140,Black,,55.4,21,false
Zalman F1,https://pcpartpicker.com/product/zQ8Zxr/zalman-case-fan-f1fdb,,80,Black / Clear,"1400,2000",,"18,23",false
Zalman F2 Plus,https://pcpartpicker.com/product/KjPfrH/zalman-case-fan-zmf2plus,,92,Black,2800,47.2,36,false
Logisys CF120GN,https://pcpartpicker.com/product/R7ckcf/logisys-case-fan-cf120gn,,120,Transparent,"1800,2000",69.15,39.29,false
Phanteks F140SP,https://pcpartpicker.com/product/xYphP6/phanteks-case-fan-phf140spbkrled,,140,Black / White,1200,82.1,19,false
Rosewill RFBF-131411,https://pcpartpicker.com/product/Wvzv6h/rosewill-case-fan-rfbf131411,,140,Black,1200,48.7,23,false
Rosewill RFTL-131411B,https://pcpartpicker.com/product/JfK7YJ/rosewill-case-fan-rftl131411b,,140,Transparent,1200,48.7,23,false
Rosewill RFTL-131411R,https://pcpartpicker.com/product/vfK7YJ/rosewill-case-fan-rftl131411r,,140,Transparent,1200,48.7,23,false
LEPA LP-BOL12P-R,https://pcpartpicker.com/product/Fs6BD3/lepa-case-fan-lpbol12pr,,120,Black,"600,1600",81.45,"8,18",true
Thermaltake Pure S,https://pcpartpicker.com/product/cYyFf7/thermaltake-case-fan-clf006pl12bla,,120,Black,1000,38.89,17.78,false
Thermaltake Luna,https://pcpartpicker.com/product/r63RsY/thermaltake-case-fan-clf009pl12bua,,120,Black / Red,1200,50.44,20.7,false
Thermaltake Luna,https://pcpartpicker.com/product/sZg323/thermaltake-case-fan-clf017pl12rea,,120,Black / Red,1200,50.44,20.7,false
Thermaltake Luna,https://pcpartpicker.com/product/BbNp99/thermaltake-case-fan-clf018pl12wta,,120,Black / Red,1200,50.44,20.7,false
Thermaltake Pure,https://pcpartpicker.com/product/Hhn2FT/thermaltake-case-fan-clf020pl12wta,,120,Clear,1000,40.99,19.5,false
Antec TRICOOL,https://pcpartpicker.com/product/9kCwrH/antec-case-fan-tricool92mm,,92,Transparent,2200,38,27,false
Corsair SP140,https://pcpartpicker.com/product/NBQypg/corsair-case-fan-co9050026ww,,140,Black / Blue,1440,49.49,29.3,false
Corsair SP140,https://pcpartpicker.com/product/vNJwrH/corsair-case-fan-co9050028ww,,140,Black / Purple,1440,49.49,29.3,false
Corsair SP120 2-Pack,https://pcpartpicker.com/product/yLW9TW/corsair-case-fan-co9050030ww,,120,Black / White,1650,57.24,26.4,false
Corsair SP120 2-Pack,https://pcpartpicker.com/product/xVtCmG/corsair-case-fan-co9050031ww,,120,Black / Blue,1650,57.24,26.4,false
Corsair SP140 2-Pack,https://pcpartpicker.com/product/dvLypg/corsair-case-fan-co9050037ww,,140,Black / Green,1440,49.49,29.3,false
Deepcool GF 140,https://pcpartpicker.com/product/PGvRsY/deepcool-case-fan-gf140green,,140,Black / Green,1200,71.8,"17.6,26.7",true
Deepcool GF 140,https://pcpartpicker.com/product/C9xfrH/deepcool-case-fan-gf140red,,140,Black / Red,1200,71.8,"17.6,26.7",true
Deepcool GS,https://pcpartpicker.com/product/Hs6BD3/deepcool-case-fan-gs120,,120,Gray / White,1800,61.93,"18.2,31.4",true
Deepcool UF,https://pcpartpicker.com/product/hZn2FT/deepcool-case-fan-uf120,,120,White / Blue,"500,1500",66.3,"17.6,27.8",true
Deepcool UF,https://pcpartpicker.com/product/y3fp99/deepcool-case-fan-uf140,,140,White / Blue,"700,1200",71.8,"17.6,26.7",true
Deepcool Wind Blade,https://pcpartpicker.com/product/dzmLrH/deepcool-case-fan-windblade120,,120,Black,,53.65,26.6,false
Deepcool XFAN,https://pcpartpicker.com/product/vhsKHx/deepcool-case-fan-xfan120lr,,120,Clear,1300,44.71,26,false
